"Run","Run ID","metric","step","timestamp","value"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","46","1780240244354","0.7839623945554097"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","47","1780240288042","0.782287567838033"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","48","1780240333865","0.7812658227284749"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","49","1780240377950","0.7832642791112264"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","50","1780240422220","0.7843435225168864"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","51","1780240466238","0.7836132282574971"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","52","1780240508486","0.789559885152181"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","53","1780240551271","0.7868034600257874"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","54","1780240592727","0.7881627937952678"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","55","1780240635258","0.7839844679514567"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","56","1780240678435","0.785784671719869"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","57","1780240722822","0.7776443648338318"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","58","1780240766232","0.7873321460723877"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","59","1780240809551","0.7873830316225687"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","60","1780240852956","0.7898800251960755"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","61","1780240896874","0.78429591700236"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","62","1780240942873","0.7865548230489096"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","63","1780240987472","0.7876531736373902"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","64","1780241031834","0.7930011786778768"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","65","1780241075853","0.7918444924354553"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","66","1780241118921","0.7966545868555704"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","67","1780241161219","0.7917424940745036"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","68","1780241205274","0.7888639269510905"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","69","1780241249798","0.7917467556317648"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","70","1780241292290","0.8019704647064209"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","71","1780241337755","0.7960451554934184"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","72","1780241381981","0.7984919499079386"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","73","1780241425102","0.79456480662028"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","74","1780241468340","0.7928223794301351"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","75","1780241510857","0.7996592073758443"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","76","1780241553273","0.8013610725402832"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","77","1780241596376","0.7976846228281657"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","78","1780241638630","0.7954514610290527"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","79","1780241680340","0.7955031057357788"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","80","1780241722384","0.7898141215324402"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","81","1780241764691","0.7975437671661377"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","82","1780241806706","0.7939477598190308"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","83","1780241849325","0.796748737970988"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","84","1780241892052","0.8009662369410196"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","85","1780241935096","0.7984958600044251"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","86","1780241978030","0.7947095286687215"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","87","1780242021748","0.8012020726839701"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","88","1780242064804","0.8021033132235209"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","89","1780242107426","0.7988358146031698"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","90","1780242149810","0.8053353973388672"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","91","1780242193693","0.8045031541188558"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","92","1780242237701","0.8062714000701904"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","93","1780242281519","0.8038173170407613"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","94","1780242327201","0.8094651320139568"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","95","1780242370923","0.8058383565266927"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","96","1780242414878","0.8095639880180359"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","97","1780242459503","0.8078976513226827"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","98","1780242504268","0.8003862352689107"
"exultant-finch-991","5d2c8c1646bb4e7b8191d39ff0ef634f","loss_generator","99","1780242550914","0.8108098281860352"
